key,en,ar
global_indicators:5.2.2-title,"Proportion of women and girls aged 15 years and older subjected to sexual violence by persons other than an intimate partner in the previous 12 months, by age and place of occurrence",
global_indicators:5.3.1-title,Proportion of women aged 20–24 years who were married or in a union before age 15 and before age 18,
global_indicators:5.3.2-title,"Proportion of girls and women aged 15–49 years who have undergone female genital mutilation/cutting, by age",
global_indicators:5.4.1-title,"Proportion of time spent on unpaid domestic and care work, by sex, age and location",
global_indicators:5.5.1-title,Proportion of seats held by women in (a) national parliaments and (b) local governments,
global_indicators:5.5.2-title,Proportion of women in managerial positions,
global_indicators:5.6.1-title,"Proportion of women aged 15–49 years who make their own informed decisions regarding sexual relations, contraceptive use and reproductive health care",
global_indicators:5.6.2-title,"Number of countries with laws and regulations that guarantee full and equal access to women and men aged 15 years and older to sexual and reproductive health care, information and education",
global_indicators:5.a.1-title,"(a) Proportion of total agricultural population with ownership or secure rights over agricultural land, by sex; and (b) share of women among owners or rights-bearers of agricultural land, by type of tenure",
global_indicators:5.a.2-title,Proportion of countries where the legal framework (including customary law) guarantees women’s equal rights to land ownership and/or control,
global_indicators:5.b.1-title,"Proportion of individuals who own a mobile telephone, by sex",
global_indicators:5.c.1-title,Proportion of countries with systems to track and make public allocations for gender equality and women’s empowerment,
global_indicators:6.1.1-title,Proportion of population using safely managed drinking water services,
global_indicators:6.2.1-title,Proportion of population using (a) safely managed sanitation services and (b) a hand-washing facility with soap and water,
global_indicators:6.3.1-title,Proportion of wastewater safely treated,
global_indicators:6.3.2-title,Proportion of bodies of water with good ambient water quality,
global_indicators:6.4.1-title,Change in water-use efficiency over time,
global_indicators:6.4.2-title,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,
global_indicators:6.5.1-title,Degree of integrated water resources management implementation (0–100),
global_indicators:6.5.2-title,Proportion of transboundary basin area with an operational arrangement for water cooperation,
global_indicators:6.6.1-title,Change in the extent of water-related ecosystems over time,
global_indicators:6.a.1-title,Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan,
global_indicators:6.b.1-title,Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management,
global_indicators:7.1.1-title,Proportion of population with access to electricity,
global_indicators:7.1.2-title,Proportion of population with primary reliance on clean fuels and technology,
global_indicators:7.2.1-title,Renewable energy share in the total final energy consumption,
global_indicators:7.3.1-title,Energy intensity measured in terms of primary energy and GDP,
global_indicators:7.a.1-title,"International financial flows to developing countries in support of clean energy research and development and renewable energy production, including in hybrid systems",
global_indicators:7.b.1-title,Investments in energy efficiency as a proportion of GDP and the amount of foreign direct investment in financial transfer for infrastructure and technology to sustainable development services,
global_indicators:8.1.1-title,Annual growth rate of real GDP per capita,
global_indicators:8.10.1-title,"(a) Number of commercial bank branches per 100,000 adults and (b) number of automated teller machines (ATMs) per 100,000 adults",
global_indicators:8.10.2-title,Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider,
global_indicators:8.2.1-title,Annual growth rate of real GDP per employed person,
global_indicators:8.3.1-title,"Proportion of informal employment in non‐agriculture employment, by sex",
global_indicators:8.4.1-title,"Material footprint, material footprint per capita, and material footprint per GDP",
global_indicators:8.4.2-title,"Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP",
global_indicators:8.5.1-title,"Average hourly earnings of female and male employees, by occupation, age and persons with disabilities",
global_indicators:8.5.2-title,"Unemployment rate, by sex, age and persons with disabilities",
global_indicators:8.6.1-title,"Proportion of youth (aged 15–24 years) not in education, employment or training",
global_indicators:8.7.1-title,"Proportion and number of children aged 5–17 years engaged in child labour, by sex and age",
global_indicators:8.8.1-title,"Frequency rates of fatal and non-fatal occupational injuries, by sex and migrant status",
global_indicators:8.8.2-title,"Level of national compliance with labour rights (freedom of association and collective bargaining) based on International Labour Organization (ILO) textual sources and national legislation, by sex and migrant status",
global_indicators:8.9.1-title,Tourism direct GDP as a proportion of total GDP and in growth rate,
global_indicators:8.9.2-title,Proportion of jobs in sustainable tourism industries out of total tourism jobs,
global_indicators:8.a.1-title,Aid for Trade commitments and disbursements,
global_indicators:8.b.1-title,"Existence of a developed and operationalized national strategy for youth employment, as a distinct strategy or as part of a national employment strategy",
global_indicators:9.1.1-title,Proportion of the rural population who live within 2 km of an all-season road,
global_indicators:9.1.2-title,"Passenger and freight volumes, by mode of transport",
global_indicators:9.2.1-title,Manufacturing value added as a proportion of GDP and per capita,
global_indicators:9.2.2-title,Manufacturing employment as a proportion of total employment,
global_indicators:9.3.1-title,Proportion of small-scale industries in total industry value added,
global_indicators:9.3.2-title,Proportion of small-scale industries with a loan or line of credit,
global_indicators:9.4.1-title,CO<sub>2</sub> emission per unit of value added,
global_indicators:9.5.1-title,Research and development expenditure as a proportion of GDP,
global_indicators:9.5.2-title,Researchers (in full-time equivalent) per million inhabitants,
global_indicators:9.a.1-title,Total official international support (official development assistance plus other official flows) to infrastructure,
global_indicators:9.b.1-title,Proportion of medium and high-tech industry value added in total value added,
global_indicators:9.c.1-title,"Proportion of population covered by a mobile network, by technology",
dns_ranges:1.1-title,Poverty,
dns_ranges:10.1-title,Equal educational opportunities,
dns_ranges:10.2-title,Distributive justice,
dns_ranges:11.1-title,Land use,
dns_ranges:11.2-title,Mobility,
dns_ranges:11.3-title,Housing,
dns_ranges:12.1-title,Responsible consumption,
dns_ranges:12.2-title,Responsible production,
dns_ranges:12.3-title,Responsible procurement,
dns_ranges:13.1-title,Climate protection,
dns_ranges:14.1-title,Protecting the oceans,
dns_ranges:15.1-title,Biodiversity,
dns_ranges:15.2-title,Ecosystems,
dns_ranges:15.3-title,Forests,
dns_ranges:16.1-title,Crime,
dns_ranges:16.2-title,Peace and security,
dns_ranges:16.3-title,Good governance,
dns_ranges:17.1-title,Development cooperation,
dns_ranges:17.2-title,"Knowledge transfer, espaecially in technical areas",
dns_ranges:17.3-title,Opening markets,
dns_ranges:2.1-title,Farming,
dns_ranges:2.2-title,Food security,
dns_ranges:3.1-title,Health and nutrition,
dns_ranges:3.2-title,Air pollution,
dns_ranges:4.1-title,Education,
dns_ranges:4.2-title,Prospects for families,
dns_ranges:5.1-title,Equality,
dns_ranges:6.1-title,Water quality,
dns_ranges:6.2-title,Drinking water and sanitation,
dns_ranges:7.1-title,Recource conservation,
dns_ranges:7.2-title,Renewable energies,
dns_ranges:8.1-title,Recource conservation,
dns_ranges:8.2-title,Government dept,
dns_ranges:8.3-title,Provision for future economic stability,
dns_ranges:8.4-title,Economic output,
dns_ranges:8.5-title,Employment,
dns_ranges:8.6-title,Global supply chains,
dns_ranges:9.1-title,Innovation,
header:alpha,Alpha,
header:disclaimer,"This is a development website. We welcome your <a href=""mailto:DNS-Indikatoren@destatis.de"">feedback</a>.",
header:skip_link,Skip to main content,
header:tag_line,17 Goals to Transform our World,
general:dns,Sustainable development in Germany,
general:dns_target,Range of indicators and postulates,
general:found_in_goals,goals,
general:goal,Goal,
general:goals,Goals,
general:home,Home,
general:indicator,Indicator,
general:indicator_cap,Indicator,
general:indicator_link_sdg,Related global indicator: SDG-,
general:indicator_low,indicator,
general:indicators,Indicators,
general:indicators_cap,Indicators,
general:indicators_low,indicators,
general:link_dns,National indicators on Goal,
general:link_sdg,Global indicators on Goal,
general:link_sdg_goal,Go to the page of the corresponding SDG Goal,
general:link_sdg_indicator,Go to the page of the corresponding SDG indicator,
general:loading,Loading search results,
general:meta,Current status of the national indicators for the 17 Sustainable Development Goals (SDGs) in Germany with a publicly available data basis,
general:next_goal,Next goal,
general:next_indicator,Next indicator,
general:one_goal,one goal,
general:one_indicator,One indicator,
general:opens_new_window,opens in a new window,
general:prev_goal,Previous goal,
general:prev_indicator,Previous indicator,
general:sdg,Sustainable Development Goals,
general:target,Target,
general:target_link_sdg,SDG-Goal,
general:targets,Targets,
general:title,German Indicators For The Sustainable Development Goals,
